HEnce,hence,c,ReasonForward,0
of,of,s,Immediacy,0
late,late,c,Immediacy,1
:,:,n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
eyes,eyes,c,SenseObject,0
",",",",s,,0
that,that,s,,0
gentleness,gentleness,n,Positivity,0
And,and,s,,0
show,show,s,SenseProperty,0
of,of,s,SenseProperty,1
Love,love,c,Positivity,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
was,was,s,ProjectBack,0
wont,wont,s,SubjectivePercept,0
to,to,s,,0
have,have,c,,0
:,:,n,,0
You,you,s,DirectAddress,0
bear,bear,s,SenseObject,0
too,too,s,,0
stubborn,stubborn,c,Negativity,0
",",",",s,,0
and,and,s,,0
too,too,s,,0
strange,strange,s,SubjectivePercept,0
a,a,s,,0
hand,hand,n,Motions,0
Over,over,s,Motions,1
your,your,s,Positivity,0
Friend,friend,c,Positivity,1
",",",",s,,0
that,that,s,,0
loves,loves,s,Positivity,0
you,you,c,DirectAddress,0
.,.,nn,,0
Cassius,cassius,c,,0
",",",",n,,0
Be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
deceived,deceived,c,Anger,0
:,:,s,,0
If,if,s,Contingency,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
veyl'd,veyl'd,s,UNRECOGNIZED,0
my,my,s,FirstPer,0
look,look,c,DirectAddress,0
",",",",n,DirectAddress,1
I,i,s,FirstPer,0
turn,turn,s,,0
the,the,s,,0
trouble,trouble,s,Negativity,0
of,of,s,,0
my,my,s,FirstPer,0
Countenance,countenance,n,SenseObject,0
Merely,merely,s,SubjectivePercept,0
upon,upon,s,,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,s,,0
Vexed,vexed,s,Negativity,0
I,i,s,SelfDisclosure,0
am,am,n,SelfDisclosure,1
Of,of,s,SelfDisclosure,2
late,late,c,SubjectiveTime,0
",",",",s,,0
with,with,s,,0
passions,passions,s,SubjectivePercept,0
of,of,s,,0
some,some,s,Uncertainty,0
difference,difference,c,Comparison,0
",",",",n,,0
Conceptions,conceptions,s,PrivateThinking,0
only,only,s,SubjectivePercept,0
proper,proper,s,StandardsPos,0
to,to,s,StandardsPos,1
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",n,Aside,0
Which,which,s,Aside,1
give,give,s,,0
some,some,s,Uncertainty,0
soil,soil,s,SenseObject,0
(,(,c,,0
perhaps,perhaps,c,Uncertainty,0
),),s,,0
to,to,s,SelfDisclosure,0
my,my,s,SelfDisclosure,1
Behauiours,behauiours,c,UNRECOGNIZED,0
:,:,n,,0
But,but,s,Resistance,0
let,let,s,ReportingEvents,0
not,not,s,DenyDisclaim,0
therefore,therefore,s,ReasonForward,0
my,my,s,FirstPer,0
good,good,s,StandardsPos,0
Friends,friends,s,StandardsPos,1
be,be,s,ReportingStates,0
grieved,grieved,n,Sad,0
(,(,c,,0
Among,among,s,Specifiers,0
which,which,s,Specifiers,1
number,number,s,AbstractConcepts,0
Cassius,cassius,s,,0
be,be,s,ReportingStates,0
you,you,s,DirectAddress,0
one,one,c,Numbers,0
),),n,,0
Nor,nor,s,DenyDisclaim,0
construe,construe,s,PrivateThinking,0
any,any,s,Specifiers,0
further,further,s,Specifiers,1
my,my,s,FirstPer,0
neglect,neglect,c,Negativity,0
",",",",n,,0
Then,then,s,,0
that,that,s,,0
poor,poor,s,Negativity,0
Brutus,brutus,s,UNRECOGNIZED,0
with,with,s,,0
himself,himself,s,PersonPronoun,0
at,at,s,Negativity,0
war,war,c,Negativity,1
",",",",n,,0
Forgets,forgets,s,Negativity,0
the,the,s,Negativity,1
shows,shows,s,ReportingEvents,0
of,of,s,StandardsPos,0
Love,love,s,StandardsPos,1
to,to,s,,0
other,other,s,Specifiers,0
men,men,c,PersonProperty,0
.,.,nn,Sequence,0
Then,then,s,Sequence,1
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
much,much,s,Intensity,0
mistook,mistook,s,StandardsNeg,0
your,your,s,DirectAddress,0
passion,passion,c,SubjectivePercept,0
",",",",n,,0
By,by,s,Cause,0
means,means,s,Cause,1
whereof,whereof,c,CommonAuthorities,0
",",",",s,,0
this,this,s,,0
Breast,breast,s,PersonProperty,0
of,of,s,,0
mine,mine,s,FirstPer,0
has,has,s,,0
buried,buried,n,ReportingEvents,0
Thoughts,thoughts,s,PrivateThinking,0
of,of,s,PrivateThinking,1
great,great,s,StandardsPos,0
value,value,c,StandardsPos,1
",",",",s,,0
worthy,worthy,s,StandardsPos,0
Cogitations,cogitations,c,PrivateThinking,0
.,.,n,DirectAddress,0
Tell,tell,s,DirectAddress,1
me,me,s,DirectAddress,2
good,good,s,,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
Can,can,s,DirectAddress,0
you,you,s,DirectAddress,1
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
face,face,c,SenseObject,0
?,?,nn,Question,0
No,no,s,DenyDisclaim,0
Cassius,cassius,c,,0
:,:,n,,0
For,for,s,,0
the,the,s,,0
eye,eye,s,SenseObject,0
sees,sees,s,,0
not,not,s,DenyDisclaim,0
it,it,s,,0
self,self,s,SubjectivePercept,0
but,but,s,Resistance,0
by,by,s,,0
reflection,reflection,c,AbstractConcepts,0
",",",",n,,0
By,by,s,Uncertainty,0
some,some,s,Uncertainty,1
other,other,s,Specifiers,0
things,things,c,Uncertainty,0
.,.,nn,ReportingStates,0
It,it,s,ReportingStates,1
Is,is,s,ReportingStates,2
just,just,c,Intensity,0
",",",",n,,0
And,and,s,ReportingStates,0
it,it,s,ReportingStates,1
is,is,s,ReportingStates,2
very,very,s,Intensity,0
much,much,s,Intensity,1
lamented,lamented,s,ReportingEvents,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
have,have,s,,0
no,no,s,DenyDisclaim,0
such,such,s,Intensity,0
Mirrors,mirrors,c,SenseObject,0
",",",",s,,0
as,as,s,,0
will,will,s,PredictedFuture,0
turn,turn,n,MoveBody,0
Your,your,s,MoveBody,1
hidden,hidden,s,SubjectivePercept,0
worthiness,worthiness,s,StandardsPos,0
into,into,s,DirectAddress,0
your,your,s,DirectAddress,1
eye,eye,c,SenseObject,0
",",",",n,,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
might,might,s,Contingency,0
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
shadow,shadow,c,SenseObject,0
:,:,n,,0
I,i,s,SelfDisclosure,0
have,have,s,SelfDisclosure,1
heard,heard,c,ReportingStates,0
",",",",n,ReportingStates,1
Where,where,s,OpenQuery,0
many,many,s,OpenQuery,1
of,of,s,StandardsPos,0
the,the,s,StandardsPos,1
best,best,s,StandardsPos,2
respect,respect,s,StandardsPos,0
in,in,s,,0
Rome,rome,c,,0
",",",",n,,0
(,(,c,,0
Except,except,s,Exceptions,0
immortal,immortal,s,StandardsPos,0
Caesar,caesar,c,,0
),),s,,0
speaking,speaking,s,Citations,0
of,of,s,Citations,1
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
And,and,s,,0
groaning,groaning,s,Negativity,0
underneath,underneath,s,SpaceRelation,0
this,this,s,,0
Ages,ages,s,TimeDuration,0
yoke,yoke,c,SenseObject,0
",",",",n,,0
Have,have,s,,0
wished,wished,c,ReportingStates,0
",",",",s,ReportingStates,1
that,that,s,,0
Noble,noble,s,StandardsPos,0
Brutus,brutus,s,UNRECOGNIZED,0
had,had,s,ProjectBack,0
his,his,s,PersonPronoun,0
eyes,eyes,c,SenseObject,0
.,.,nn,,0
Into,into,s,,0
what,what,s,,0
dangers,dangers,c,Fear,0
",",",",s,,0
would,would,s,Request,0
you,you,n,Request,1
Lead,lead,s,,0
me,me,s,FirstPer,0
Cassius,cassius,c,,0
?,?,n,Question,0
That,that,s,DirectAddress,0
you,you,s,DirectAddress,1
would,would,s,Contingency,0
have,have,s,Contingency,1
me,me,s,Contingency,2
seek,seek,s,ProjectAhead,0
into,into,s,,0
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
",",",",n,ReasonForward,0
For,for,s,ReasonForward,1
that,that,s,Specifiers,0
which,which,s,Specifiers,1
is,is,s,DenyDisclaim,0
not,not,s,DenyDisclaim,1
in,in,s,,0
me,me,c,FirstPer,0
?,?,nn,Question,0
Therefore,therefore,s,ReasonForward,0
good,good,s,,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",s,,0
be,be,s,ReportingStates,0
prepared,prepared,s,ProjectAhead,0
to,to,s,ProjectAhead,1
hear,hear,c,SpaceRelation,0
:,:,n,,0
And,and,s,ReasonForward,0
since,since,s,ReasonForward,1
you,you,s,DirectAddress,0
know,know,c,DirectAddress,1
",",",",s,,0
you,you,s,Confront,0
cannot,cannot,s,Confront,1
see,see,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,n,SubjectivePercept,0
So,so,s,Intensity,0
well,well,s,Intensity,1
as,as,s,AbstractConcepts,0
by,by,s,AbstractConcepts,1
Reflection,reflection,c,AbstractConcepts,0
;,;,s,,0
I,i,s,FirstPer,0
your,your,s,DirectAddress,0
Glass,glass,c,SenseObject,0
",",",",n,,0
Will,will,s,PredictedFuture,0
modestly,modestly,s,SubjectivePercept,0
discover,discover,s,Curiosity,0
to,to,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,n,SubjectivePercept,0
That,that,s,,0
of,of,s,DirectAddress,0
your,your,s,DirectAddress,1
self,self,c,SubjectivePercept,0
",",",",s,Aside,0
which,which,s,Aside,1
you,you,s,DirectAddress,0
yet,yet,s,Resistance,0
know,know,s,Uncertainty,0
not,not,s,Uncertainty,1
of,of,c,,0
.,.,n,DirectAddress,0
And,and,s,DirectAddress,1
be,be,s,ReportingStates,0
not,not,s,DenyDisclaim,0
jealous,jealous,s,Negative_Relation,0
on,on,s,,0
me,me,c,FirstPer,0
",",",",s,,0
gentle,gentle,s,Positivity,0
Brutus,brutus,c,UNRECOGNIZED,0
:,:,n,,0
Were,were,s,Contingency,0
I,i,s,Contingency,1
a,a,s,,0
common,common,s,AbstractConcepts,0
Laughter,laughter,c,Positivity,0
",",",",s,,0
or,or,s,,0
did,did,s,ReportingEvents,0
use,use,n,ReportingEvents,0
To,to,s,,0
stale,stale,s,Negativity,0
with,with,s,,0
ordinary,ordinary,s,PriorKnowledge,0
Oaths,oaths,s,CommonAuthorities,0
my,my,s,Positivity,0
love,love,n,Positivity,1
To,to,s,,0
every,every,s,Generalization,0
new,new,s,,0
Protester,protester,c,Resistance,0
:,:,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
know,know,c,DirectAddress,1
",",",",n,,0
That,that,s,,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
fawn,fawn,s,SenseObject,0
on,on,s,,0
men,men,c,PersonProperty,0
",",",",s,,0
and,and,s,,0
hug,hug,s,Positivity,0
them,them,s,Positivity,1
hard,hard,c,,0
",",",",n,,0
And,and,s,,0
after,after,s,Sequence,0
scandal,scandal,s,Negativity,0
them,them,c,,0
:,:,s,,0
Or,or,s,,0
if,if,s,Contingency,0
you,you,s,DirectAddress,0
know,know,c,DirectAddress,1
",",",",n,,0
That,that,s,,0
I,i,s,FirstPer,0
profess,profess,s,Citations,0
my,my,s,FirstPer,0
self,self,s,SubjectivePercept,0
in,in,s,,0
Banqueting,banqueting,n,Positivity,0
To,to,s,Generalization,0
all,all,s,Generalization,1
the,the,s,,0
Rout,rout,c,Negative_Relation,0
",",",",s,,0
then,then,s,Sequence,0
hold,hold,s,Sequence,1
me,me,s,FirstPer,0
dangerous,dangerous,c,Fear,0
.,.,nn,Question,0
What,what,s,Question,1
means,means,s,AbstractConcepts,0
this,this,s,,0
Showting,showting,c,UNRECOGNIZED,0
?,?,n,Question,0
I,i,s,FirstPer,0
do,do,s,Fear,0
fear,fear,c,Fear,1
",",",",s,,0
the,the,s,PersonProperty,0
People,people,s,PersonProperty,1
choose,choose,s,ReportingEvents,0
Caesar,caesar,n,,0
For,for,s,,0
their,their,s,PersonPronoun,0
King,king,c,PersonProperty,0
.,.,nn,,0
I,i,c,FirstPer,0
",",",",s,,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
fear,fear,s,Fear,0
it,it,c,,0
?,?,n,Question,0
Then,then,s,,0
must,must,s,Insist,0
I,i,s,SelfDisclosure,0
think,think,s,SelfDisclosure,1
you,you,s,DirectAddress,0
would,would,s,DirectAddress,1
not,not,s,DenyDisclaim,0
have,have,s,DenyDisclaim,1
it,it,s,DenyDisclaim,2
so,so,c,Intensity,0
.,.,nn,Intensity,1
I,i,s,SelfDisclosure,0
would,would,s,SelfDisclosure,1
not,not,s,DenyDisclaim,0
Cassius,cassius,c,,0
",",",",s,Resistance,0
yet,yet,s,Resistance,1
I,i,s,FirstPer,0
love,love,s,Positivity,0
him,him,s,PersonPronoun,0
well,well,c,SenseObject,0
:,:,n,,0
But,but,s,Resistance,0
wherefore,wherefore,s,ReasonForward,0
do,do,s,DirectAddress,0
you,you,s,DirectAddress,1
hold,hold,s,,0
me,me,s,FirstPer,0
here,here,s,SpaceRelation,0
so,so,s,SubjectiveTime,0
long,long,c,SubjectiveTime,1
?,?,n,Question,0
What,what,s,Curiosity,0
is,is,s,Curiosity,1
it,it,c,Curiosity,2
",",",",s,,0
that,that,s,DirectAddress,0
you,you,s,DirectAddress,1
would,would,s,ProjectBack,0
impart,impart,s,ReportingEvents,0
to,to,s,SelfDisclosure,0
me,me,c,SelfDisclosure,1
?,?,n,Question,0
If,if,s,Contingency,0
it,it,s,Contingency,1
be,be,s,ReportingStates,0
ought,ought,s,Insist,0
toward,toward,s,SpaceRelation,0
the,the,s,SpaceRelation,1
general,general,s,AbstractConcepts,0
good,good,c,,0
",",",",n,,0
Set,set,s,ReportingEvents,0
Honor,honor,s,StandardsPos,0
in,in,s,,0
one,one,s,Numbers,0
eye,eye,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Death,death,s,Negativity,0
in,in,s,,0
th,th,s,UNRECOGNIZED,0
other,other,c,Specifiers,0
",",",",n,,0
And,and,s,,0
I,i,s,FirstPer,0
will,will,s,PredictedFuture,0
look,look,s,SpaceRelation,0
on,on,s,SpaceRelation,1
both,both,s,,0
indifferently,indifferently,c,StandardsNeg,0
:,:,n,,0
For,for,s,,0
let,let,s,ReportingEvents,0
the,the,s,ReportingEvents,1
Gods,gods,s,CommonAuthorities,0
so,so,s,,0
speed,speed,s,AbstractConcepts,0
me,me,c,FirstPer,0
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
love,love,n,Positivity,0
The,the,s,Positivity,1
name,name,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
Honor,honor,c,StandardsPos,0
",",",",s,,0
more,more,s,Comparison,0
then,then,s,Sequence,0
I,i,s,Sequence,1
fear,fear,s,Fear,0
death,death,c,Negativity,0
.,.,nn,,0
I,i,s,FirstPer,0
know,know,s,Confidence,0
that,that,s,Confidence,1
virtue,virtue,s,StandardsPos,0
to,to,s,ProjectAhead,0
be,be,s,ProjectAhead,1
in,in,s,ProjectAhead,2
you,you,s,DirectAddress,0
Brutus,brutus,c,UNRECOGNIZED,0
",",",",n,,0
As,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
I,i,s,FirstPer,0
do,do,s,Confidence,0
know,know,s,Confidence,1
your,your,s,DirectAddress,0
outward,outward,s,SpaceRelation,0
favor,favor,c,Positivity,0
.,.,n,OralCues,0
Well,well,c,OralCues,1
",",",",s,OralCues,2
Honor,honor,s,StandardsPos,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
subject,subject,s,LangRef,0
of,of,s,,0
my,my,s,FirstPer,0
Story,story,c,LangRef,0
:,:,n,,0
I,i,s,Insist,0
cannot,cannot,s,Insist,1
tell,tell,c,,0
",",",",s,,0
what,what,s,DirectAddress,0
you,you,s,DirectAddress,1
and,and,s,,0
other,other,s,Specifiers,0
men,men,n,PersonProperty,0
Think,think,s,PrivateThinking,0
of,of,s,PrivateThinking,1
this,this,s,,0
life,life,c,AbstractConcepts,0
:,:,s,,0
But,but,s,Exceptions,0
for,for,s,Exceptions,1
my,my,s,FirstPer,0
single,single,s,AbstractConcepts,0
self,self,c,SubjectivePercept,0
",",",",n,,0
I,i,s,Autobio,0
had,had,s,Autobio,1
as,as,s,,0
liefe,liefe,s,UNRECOGNIZED,0
not,not,s,DenyDisclaim,0
be,be,c,ReportingStates,0
",",",",s,,0
as,as,s,,0
live,live,s,,0
to,to,s,GenericEvents,0
be,be,c,GenericEvents,1
*,*,n,,0
In,in,s,Positivity,0
awe,awe,s,Positivity,1
of,of,s,Positivity,2
such,such,s,Specifiers,0
a,a,s,Specifiers,1
Thing,thing,c,Specifiers,2
",",",",s,,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
my,my,s,FirstPer,0
self,self,c,SubjectivePercept,0
.,.,n,,0
I,i,s,Autobio,0
was,was,s,Autobio,1
borne,borne,s,ReportingEvents,0
free,free,s,StandardsPos,0
as,as,s,StandardsPos,1
Caesar,caesar,c,,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
were,were,s,ProjectBack,0
you,you,c,DirectAddress,0
",",",",n,,0
We,we,s,Inclusive,0
both,both,s,Inclusive,1
have,have,s,,0
fed,fed,s,ReportingEvents,0
as,as,s,,0
well,well,c,OralCues,0
",",",",s,OralCues,1
and,and,s,,0
we,we,s,Contingency,0
can,can,s,Contingency,1
both,both,n,,0
Endure,endure,s,Resistance,0
the,the,s,RecurringEvents,0
Winters,winters,s,RecurringEvents,1
cold,cold,c,SenseProperty,0
",",",",s,,0
as,as,s,Metadiscourse,0
well,well,s,Metadiscourse,1
as,as,s,Metadiscourse,2
he,he,c,PersonPronoun,0
.,.,n,TimeShift,0
For,for,s,TimeShift,1
once,once,c,TimeShift,2
",",",",s,TimeShift,3
upon,upon,s,,0
a,a,s,SenseProperty,0
Raw,raw,s,SenseProperty,1
and,and,s,,0
Gustie,gustie,s,UNRECOGNIZED,0
day,day,c,TimeDuration,0
",",",",n,,0
The,the,s,,0
troubled,troubled,s,Negativity,0
Tyber,tyber,c,UNRECOGNIZED,0
",",",",s,,0
chasing,chasing,s,Motions,0
with,with,s,,0
her,her,s,PersonPronoun,0
Shores,shores,c,SenseObject,0
",",",",n,,0
Caesar,caesar,s,,0
said,said,s,Autobio,0
to,to,s,Autobio,1
me,me,c,Autobio,2
",",",",s,,0
Dare,dare,s,SubjectivePercept,0
thou,thou,s,DirectAddress,0
Cassius,cassius,s,,0
now,now,n,Immediacy,0
Leap,leap,s,Motions,0
in,in,s,SpaceRelation,0
with,with,s,SpaceRelation,1
me,me,s,FirstPer,0
into,into,s,,0
this,this,s,,0
angry,angry,s,Anger,0
Flood,flood,c,Motions,0
",",",",n,,0
And,and,s,,0
swim,swim,s,Motions,0
to,to,s,,0
yonder,yonder,s,SpaceRelation,0
Point,point,c,AbstractConcepts,0
?,?,s,Question,0
Upon,upon,s,,0
the,the,s,LangRef,0
word,word,c,LangRef,1
",",",",n,,0
Accoutred,accoutred,s,UNRECOGNIZED,0
as,as,s,SelfDisclosure,0
I,i,s,SelfDisclosure,1
was,was,c,ProjectBack,0
",",",",s,,0
I,i,s,FirstPer,0
plunged,plunged,s,Motions,0
in,in,c,Motions,1
",",",",n,,0
And,and,s,,0
bad,bad,s,Negativity,0
him,him,s,PersonPronoun,0
follow,follow,c,,0
:,:,s,,0
so,so,s,,0
indeed,indeed,s,Intensity,0
he,he,s,Intensity,0
did,did,c,Intensity,1
.,.,n,,0
The,the,s,,0
Torrent,torrent,s,SenseProperty,0
roared,roared,c,ReportingStates,0
",",",",s,ReportingStates,1
and,and,s,,0
we,we,s,Intensity,0
did,did,s,Intensity,1
buffet,buffet,s,Negativity,0
it,it,n,,0
With,with,s,,0
lusty,lusty,s,UNRECOGNIZED,0
Sinews,sinews,c,SenseObject,0
",",",",s,,0
throwing,throwing,s,ReportingEvents,0
it,it,s,ReportingEvents,1
aside,aside,c,Metadiscourse,0
",",",",n,Metadiscourse,1
And,and,s,,0
stemming,stemming,s,ReportingEvents,0
it,it,s,,0
with,with,s,,0
hearts,hearts,s,SenseObject,0
of,of,s,,0
Controversy,controversy,c,Resistance,0
.,.,n,Resistance,0
But,but,s,Resistance,1
ere,ere,s,ProjectBack,0
we,we,s,Contingency,0
could,could,s,Contingency,1
arrive,arrive,s,SceneShift,0
the,the,s,,0
Point,point,s,AbstractConcepts,0
proposed,proposed,c,ReportingStates,0
",",",",n,ReportingStates,1
Caesar,caesar,s,,0
cride,cride,c,UNRECOGNIZED,0
",",",",s,,0
Help,help,s,SelfDisclosure,0
me,me,s,SelfDisclosure,1
Cassius,cassius,c,,0
",",",",s,,0
or,or,s,,0
I,i,s,FirstPer,0
sink,sink,c,Motions,0
.,.,n,,0
I,i,s,FirstPer,0
(,(,c,Aside,0
as,as,s,Aside,1
Aeneas,aeneas,c,UNRECOGNIZED,0
",",",",s,,0
our,our,s,Inclusive,0
great,great,s,Intensity,0
Ancestor,ancestor,c,ProjectBack,0
",",",",n,,0
Did,did,s,ReportingEvents,0
from,from,s,,0
the,the,s,SenseObject,0
Flames,flames,s,SenseObject,1
of,of,s,,0
Troy,troy,c,AbstractConcepts,0
",",",",s,,0
upon,upon,s,,0
his,his,s,PersonPronoun,0
shoulder,shoulder,n,Responsibility,0
The,the,s,Responsibility,1
old,old,s,SenseProperty,0
Anchyses,anchyses,s,UNRECOGNIZED,0
bear,bear,c,SenseObject,0
),),s,,0
so,so,c,AbstractConcepts,0
",",",",s,AbstractConcepts,1
from,from,s,,0
the,the,s,,0
waves,waves,s,SenseProperty,0
of,of,s,SenseProperty,1
Tyber,tyber,n,UNRECOGNIZED,0
Did,did,s,Question,0
I,i,s,Question,1
the,the,s,,0
tired,tired,s,SenseProperty,0
Caesar,caesar,c,,0
:,:,s,,0
And,and,s,,0
this,this,s,,0
Man,man,c,PersonProperty,0
",",",",n,,0
Is,is,s,Immediacy,0
now,now,s,Immediacy,1
become,become,s,Transformation,0
a,a,s,Transformation,1
God,god,c,CommonAuthorities,0
",",",",s,,0
and,and,s,,0
Cassius,cassius,s,,0
is,is,n,ReportingStates,0
A,a,s,ReportingStates,1
wretched,wretched,s,Negativity,0
Creature,creature,c,SenseObject,0
",",",",s,,0
and,and,s,,0
must,must,s,Insist,0
bend,bend,s,Motions,0
his,his,s,Motions,1
body,body,c,SenseObject,0
",",",",n,,0
If,if,s,Contingency,0
Caesar,caesar,s,,0
carelessly,carelessly,s,Negativity,0
but,but,s,Resistance,0
nod,nod,s,Motions,0
on,on,s,,0
him,him,c,PersonPronoun,0
.,.,n,,0
He,he,s,ProjectBack,0
had,had,s,ProjectBack,1
a,a,s,,0
Fever,fever,s,Negativity,0
when,when,s,TimeShift,0
he,he,s,TimeShift,1
was,was,s,ProjectBack,0
in,in,s,,0
Spain,spain,c,,0
",",",",n,ReasonForward,0
And,and,s,ReasonForward,1
when,when,s,ReasonForward,2
the,the,s,ReasonForward,3
Fit,fit,s,ReportingEvents,0
was,was,s,ProjectBack,0
on,on,s,,0
him,him,c,PersonPronoun,0
",",",",s,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
mark,mark,n,AbstractConcepts,0
How,how,s,,0
he,he,s,Intensity,0
did,did,s,Intensity,1
shake,shake,c,Motions,0
:,:,s,,0
It,it,s,ConfirmedThght,0
Is,is,s,ConfirmedThght,1
true,true,c,ConfirmedThght,2
",",",",s,,0
this,this,s,,0
God,god,s,CommonAuthorities,0
did,did,s,ReportingEvents,0
shake,shake,c,Motions,0
",",",",n,,0
His,his,s,PersonPronoun,0
Coward,coward,s,Anger,0
lips,lips,s,SenseObject,0
did,did,s,ReportingEvents,0
from,from,s,,0
their,their,s,PersonPronoun,0
color,color,s,AbstractConcepts,0
fly,fly,c,Motions,0
",",",",n,,0
And,and,s,,0
that,that,s,,0
same,same,s,Comparison,0
Eye,eye,c,SenseObject,0
",",",",s,,0
whose,whose,s,PersonPronoun,0
bend,bend,s,SpaceRelation,0
does,does,s,ReportingEvents,0
awe,awe,s,Intensity,0
the,the,s,,0
World,world,c,AbstractConcepts,0
",",",",n,,0
Did,did,s,ReportingEvents,0
loose,loose,s,ReportingEvents,0
his,his,s,ReportingEvents,1
Luster,luster,c,SenseProperty,0
:,:,s,,0
I,i,s,FirstPer,0
did,did,s,ReportingEvents,0
hear,hear,s,SpaceRelation,0
him,him,s,PersonPronoun,0
groan,groan,c,Negativity,0
:,:,n,,0
I,i,c,FirstPer,0
",",",",s,,0
and,and,s,,0
that,that,s,,0
Tongue,tongue,s,SenseObject,0
of,of,s,,0
his,his,c,PersonPronoun,0
",",",",s,,0
that,that,s,,0
bad,bad,s,Negativity,0
the,the,s,,0
Romans,romans,n,,0
Mark,mark,s,AbstractConcepts,0
him,him,c,PersonPronoun,0
",",",",s,,0
and,and,s,,0
write,write,s,ReportingEvents,0
his,his,s,ReportingEvents,1
Speeches,speeches,s,LangRef,0
in,in,s,Citations,0
their,their,s,Citations,1
Books,books,c,Citations,2
",",",",n,,0
Alas,alas,c,Negativity,0
",",",",s,,0
it,it,s,,0
cried,cried,c,Sad,0
",",",",s,Sad,1
Give,give,s,ReportingEvents,0
me,me,s,ReportingEvents,1
some,some,s,Uncertainty,0
drink,drink,s,Motions,0
Titinius,titinius,c,UNRECOGNIZED,0
",",",",n,,0
As,as,s,,0
a,a,s,Negativity,0
sick,sick,s,Negativity,1
Girl,girl,c,PersonProperty,0
:,:,s,,0
Ye,ye,s,OralCues,0
Gods,gods,c,CommonAuthorities,0
",",",",s,,0
it,it,s,,0
does,does,s,ReportingEvents,0
amaze,amaze,s,Intensity,0
me,me,c,FirstPer,0
",",",",n,,0
A,a,s,PersonProperty,0
man,man,s,PersonProperty,1
of,of,s,Specifiers,0
such,such,s,Specifiers,1
a,a,s,,0
feeble,feeble,s,Negativity,0
temper,temper,s,AbstractConcepts,0
should,should,n,Insist,0
So,so,s,,0
get,get,s,Sequence,0
the,the,s,Sequence,1
start,start,s,Sequence,2
of,of,s,,0
the,the,s,,0
Maiesticke,maiesticke,s,UNRECOGNIZED,0
world,world,c,AbstractConcepts,0
",",",",n,,0
And,and,s,,0
bear,bear,s,StandardsPos,0
the,the,s,StandardsPos,1
Palm,palm,s,StandardsPos,2
alone,alone,c,SpaceRelation,0
.,.,nn,Sequence,0
Another,another,s,Sequence,1
general,general,s,AbstractConcepts,0
shout,shout,c,SenseProperty,0
?,?,n,Question,0
I,i,s,FirstPer,0
do,do,s,Intensity,0
believe,believe,c,PrivateThinking,0
",",",",s,,0
that,that,s,,0
these,these,s,Immediacy,0
applauses,applauses,s,UNRECOGNIZED,0
are,are,n,ProjectAhead,0
For,for,s,ProjectAhead,1
some,some,s,Uncertainty,0
new,new,s,,0
Honors,honors,c,StandardsPos,0
",",",",s,,0
that,that,s,Specifiers,0
are,are,s,Specifiers,1
heaped,heaped,s,ReportingEvents,0
on,on,s,ReportingEvents,1
Caesar,caesar,c,,0
.,.,nn,Question,0
Why,why,s,Question,1
man,man,c,PersonProperty,0
",",",",s,,0
he,he,s,PersonPronoun,0
does,does,s,ReportingEvents,0
bestride,bestride,s,SpaceRelation,0
the,the,s,,0
narrow,narrow,s,SenseProperty,0
world,world,n,AbstractConcepts,0
Like,like,s,Resemblances,0
a,a,s,Resemblances,1
Colossus,colossus,c,Resemblances,2
",",",",s,,0
and,and,s,,0
we,we,s,,0
